store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
,,DSL,453,07:00.0,04:00.0,csr,"csr clld in out of dsl 453 gallons, out due to Colonial pipeline down  no eta",Site was out of first diesel tank @ 394 gallons and second diesel tank @ 544 gallons.    During Hurricane Harvey and classifies as an extraordinary event.,21: Extraordinary Event,
,,UNL,663,30:00.0,00:00.0,csr,"csr clld in out of reg/876 gallons, out due to hurricane Harvey  no eta pipeline is down",NULL,21: Extraordinary Event,
,,UNL,797,22:00.0,24:00.0,csr,"csr clld in out of pnl/797 gallons, no eta, pipeline down due to hurricane Harvey",NULL,21: Extraordinary Event,
,,UNL,755,15:00.0,55:00.0,csr,"csr clld in out of reg/755 gallons, pnl/497 gallons, out due to pipeline down hurricane  Harvey, no eta",NULL,21: Extraordinary Event,
,,UNL,100,24:50.0,24:00.0,csr,"csr clld in out of reg/611 gallons, clld Eagle and talked w/Dee eta is approx 630am  driver is loaded and en route",NULL,21: Extraordinary Event,
,,DSL,100,29:20.0,29:00.0,csr,"csr clld in out of dsl/763 gallons, out due to pipeline down  no eta at this time",NULL,21: Extraordinary Event,
,,UNL,100,45:36.0,45:00.0,csr,"csr clld in out of reg/616 gallons, clld Pope and talked w/Tracy eta approx 1.5 hrs  driver truck radiator hose broke which delayed load",NULL,21: Extraordinary Event,
,,UNL,100,15:23.0,15:00.0,csr,"csr clld in out of reg/385 gallons, clld A+W oil no answer, sent email for eta  unknown reason for outage at this time.",NULL,21: Extraordinary Event,
,,PNL,111,22:00.0,34:00.0,csr,"csr clld in out of pnl/111 gallons, out due to hurricane Harvey , pipeline down no eta",NULL,21: Extraordinary Event,
,,UNL,127,15:00.0,30:00.0,CSR,"csr clld in out of reg/471 gallons and pnl/943 gallons, out due to Harvey , pipeline  down no eta at this time",NULL,21: Extraordinary Event,
,,UNL,743,17:06.0,17:06.0,csr,"csr clld in out of reg/743 gallons, clld FR and talked w/Andy eta approx 25 minutes.",NULL,21: Extraordinary Event,
,,DSL,100,05:20.0,05:00.0,phone,out of DSL-- pipeline is down,NULL,21: Extraordinary Event,
,,UNL,100,23:24.0,23:00.0,csr,"csr clld in out of reg/208 gallons , pnl/603 gallons, clld Pope and talked w/Lisa  eta approx 3-4 hrs, driver was unable to load last night due to no allocation",NULL,21: Extraordinary Event,
,,UNL,759,38:22.0,32:00.0,csr,"csr clld in out of reg/759 gallons, dsl/728 gallons, clld Eagle and talked w/Ernie 10am to 2pm, he is going to try and  move load up",supply issues/ allocation,21: Extraordinary Event,
,,UNL,562,43:45.0,47:00.0,csr,"csr clld in out of reg/562 gallons, pnl/241 gallons and dsl/520 gallons, clld TTE no answer no vc mssg option emailed for eta?",NULL,21: Extraordinary Event,
,,UNL,100,59:39.0,59:00.0,csr,"csr clld in out of reg/415 gallons, clld Eagle and talked w/Mark load is on the board but due to allocation no eta at this time, possibly in the afternoon",NULL,21: Extraordinary Event,
,,UNL,500,05:31.0,37:00.0,site called,"Site stopped pulling UNL, Carrier moved up sites priority.","Supply issues, allocation",21: Extraordinary Event,
,,DSL,100,11:38.0,11:00.0,csr,"csr clld in out of dsl/492 gallons, clld Eagle and talked w/Jessie no dsl allocation  Joel Parker is giving carrier back ups. no eta at this time although site is on the   board for delivery.",NULL,21: Extraordinary Event,
,,UNL,1000,16:48.0,38:00.0,site called in,"Site stopped pumping both UNL tanks, 1000 gallons. Emailed ETA to carrier.",NULL,21: Extraordinary Event,
,,DSL,100,30:52.0,30:00.0,site called,site stopped pumping,NULL,21: Extraordinary Event,
,,UNL,100,32:25.0,32:00.0,csr,"csr clld in out of reg/251/86 gallons, pnl/996 gallons  called Eagle and talked w/chris eta due to no gas to pull  although the site is on the board for this afternoon",NULL,21: Extraordinary Event,
,,UNL,100,40:39.0,40:00.0,csr,csr clld in out of reg/1378 and blended mid/ clld Pope and talked w/Tracy  driver has already dropped.,NULL,21: Extraordinary Event,
,,UNL,400,11:32.0,30:00.0,site emailed,Dealer order error,NULL,4: Dealer Order Error,
,,UNL,100,49:00.0,49:00.0,EMAIL,Pope transport was called when they hit 1900  unl 530,NULL,21: Extraordinary Event,
,,PNL,100,10:00.0,10:00.0,email,We are below 700 gallons of premium pumps are bagged off,NULL,21: Extraordinary Event,
,,DSL,200,03:00.0,00:00.0,site called in,"Site stopped pumping last night, Carrier was not answering emailed ETA Hurricane Harvey",NULL,21: Extraordinary Event,
,,DSL,300,00:00.0,00:00.0,site called in,"Site stopped pumping last night, emailed ETA in. hurricane",NULL,21: Extraordinary Event,
,,UNL,802,53:00.0,53:00.0,EMAIL,UNL 802,CARRIER issue.,2: Carrier Issues,
,,UNL,100,19:49.0,19:00.0,Phone,Supply issues in region,NULL,21: Extraordinary Event,
,,UNL,100,26:33.0,26:00.0,Phone,No reason for outage provided,NULL,21: Extraordinary Event,
,,UNL,100,30:39.0,30:00.0,SITE CALLED IN,Site stopped pumping their unl.,NULL,21: Extraordinary Event,
,,DSL,800,36:15.0,00:00.0,phone,Hurricane,NULL,21: Extraordinary Event,
,,UNL,623,00:00.0,00:00.0,Supply Team,NULL,NULL,2: Carrier Issues,
,,UNL,798,02:00.0,47:00.0,site called in,"Site stopped pumping both UNL tanks, emailed Carrier ETA request.",NULL,21: Extraordinary Event,
,,UNL,100,14:12.0,14:00.0,site called in,"Site has stopped pumping, emailed carrier for the ETA.",NULL,21: Extraordinary Event,
,,UNL,100,22:15.0,22:00.0,Phone,"could not reach carrier dispatch for ETA or reason for outage, left VM requesting call back",NULL,21: Extraordinary Event,
,,UNL,100,21:00.0,21:00.0,email,CK 2701510 is currently out of UNL at 816 gallons.,NULL,21: Extraordinary Event,
,,UNL,571,12:00.0,28:00.0,Phone,No Supply in region,NULL,21: Extraordinary Event,
,,DSL,427,03:58.0,58:00.0,mgr,driver in route eta within the hour,NULL,2: Carrier Issues,
,,UNL,100,27:40.0,27:00.0,email,Store 3011 has bagged off All gas pumps as we are below 900 gallons until the delivery comes.,NULL,21: Extraordinary Event,
,,UNL,100,43:00.0,43:00.0,email,bagged pumps at 12:43 pm unl #1 588.,NULL,21: Extraordinary Event,
,,UNL,100,43:00.0,43:00.0,EMAIL,bagged pumps at 12:43  unl tank #2 545,NULL,21: Extraordinary Event,
,,UNL,100,02:00.0,02:00.0,email,OUT OF REGULAR FUEL AT 1:02 PM WITH 797 GALLONS REMAINING,NULL,21: Extraordinary Event,
,,UNL,100,13:25.0,13:00.0,phone,Supply issues due to hurricane.,NULL,21: Extraordinary Event,
,,UNL,464,56:00.0,53:00.0,Email,per ATG site is down to 464.,Supply/ allocation,21: Extraordinary Event,
,,UNL,280,35:00.0,00:00.0,Email,Site pumped down to 280,Allocation/ storm    TIMES LIGIT,21: Extraordinary Event,
,,UNL,677,10:00.0,56:00.0,Email,Unl down to 677.,supply/ allocation    time ligit,21: Extraordinary Event,
,,UNL,100,35:19.0,35:00.0,phone,unl 996. supply issues,NULL,21: Extraordinary Event,
,,UNL,100,16:00.0,16:00.0,email,At this time 3:19pm  St3844 is no longer able to sell unleaded.,hurricane,21: Extraordinary Event,
,,UNL,673,32:09.0,02:00.0,phone,673 unl supply,Supply/ allocation,21: Extraordinary Event,
,,UNL,100,35:57.0,35:00.0,phone,unl is 1400 supply,NULL,21: Extraordinary Event,
,,UNL,283,47:06.0,01:00.0,phone,unl is 283 prm is 279  eagle is behind,Supply/ allocation,21: Extraordinary Event,
,,UNL,100,52:21.0,52:00.0,phone,unl is 601 unl 362  supply issues,NULL,21: Extraordinary Event,
,,UNL,100,03:00.0,03:00.0,email,Site 2720838 is danger low on unleaded and is bagging pumps now until delivery.,NULL,21: Extraordinary Event,
,,UNL,100,03:00.0,03:00.0,email,Site 2720838 is danger low on unleaded and is bagging pumps now until delivery.,NULL,21: Extraordinary Event,
,,UNL,100,03:00.0,03:00.0,email,Site 2720838 is danger low on unleaded and is bagging pumps now until delivery.   UNL #2 856,NULL,21: Extraordinary Event,
,,UNL,100,00:00.0,00:00.0,email,I bagged my regular gas off. we are at 15 inches - 799 gallons. Lory,NULL,21: Extraordinary Event,
,,UNL,100,45:08.0,45:00.0,site,later tonight   572/952,NULL,21: Extraordinary Event,
,,UNL,897,43:00.0,33:00.0,Email,Site pumped down to 897,Supply/ allocation,21: Extraordinary Event,
,,UNL,100,51:30.0,51:00.0,phone,dsl 1108 supply issues,NULL,21: Extraordinary Event,
,,UNL,204,04:00.0,14:00.0,site,eta pending   204 / 1355,NULL,21: Extraordinary Event,
,,UNL,653,51:57.0,50:00.0,phone,653 on the unl supplies issues,Supply/ allocation from hurricane.    Time ligit,21: Extraordinary Event,
,,UNL,100,27:33.0,27:00.0,site,1000/87,NULL,21: Extraordinary Event,
,,UNL,350,23:32.0,18:00.0,phone,unl is 350 supply issues,hurricane supply issues.    time is legit,21: Extraordinary Event,
,,UNL,100,32:27.0,32:00.0,site,eta after midnight,NULL,21: Extraordinary Event,
,,UNL,997,18:53.0,37:00.0,manager,997/87,NULL,21: Extraordinary Event,
,,UNL,100,19:11.0,19:00.0,phone,unl is 479,NULL,21: Extraordinary Event,
,,UNL,100,46:36.0,46:36.0,site,400/87,hurricane,21: Extraordinary Event,
,,UNL,354,49:44.0,53:44.0,site,eta pending no gallons available,N/A,21: Extraordinary Event,
,,UNL,519,55:34.0,51:00.0,site,519/87,NULL,21: Extraordinary Event,
,,DSL,100,58:11.0,58:00.0,site,7inches,NULL,21: Extraordinary Event,
,,UNL,100,20:00.0,20:00.0,site,450/87  eta pending,NULL,21: Extraordinary Event,
,,UNL,100,26:00.0,26:00.0,site,1200/87 was told to shut down,NULL,21: Extraordinary Event,
,,UNL,100,00:04.0,00:00.0,phone by site,"out of 87/997 gallons, no reason given by night dispatcher.",NULL,21: Extraordinary Event,
,,UNL,798,51:04.0,50:00.0,site called,"out of 87/798 - loading delays at Colton, approx. eta 2 hrs, just depends on how soon driver gets loaded - setting in line at this time.",Long lines at Colton terminal.  2+ hour wait times.,18: Terminal Issue,
,,UNL,620,56:41.0,45:00.0,csr,csr clld in out of reg/ no readings she doens''t know how to stick a tank  clld KAG and talked w/Richard eta approx 1.5 hrs,NULL,1: Bad Sticks,
,,UNL,100,07:52.0,07:00.0,csr,"csr clld in out of reg/345 gallons, clld Pope and talked w/Kelly eta 5am",NULL,21: Extraordinary Event,
,,UNL,507,13:18.0,52:00.0,site,507/87  driver has been at rack since 5:15pm,two plus hour wait times were reported at Colton terminal,18: Terminal Issue,
,,UNL,374,51:00.0,14:00.0,csr,"csr clld in out of reg/374 gallons, pnl/205 gallons, no eta at this time tmw load 959771 is on the board, out due to TX hurricane rack delays.",NULL,21: Extraordinary Event,
,,UNL,735,29:50.0,25:00.0,site,dealer locked a load for Saturday am?,Dealer called in the day before to lock their order for 9/2.  They were aware that the locked window was beyond their runout time.,4: Dealer Order Error,
,,UNL,100,33:13.0,33:00.0,site,eta pending,NULL,21: Extraordinary Event,
,,UNL,100,03:04.0,03:00.0,site,218/87 eta pending,NULL,21: Extraordinary Event,
,,UNL,598,12:20.0,09:00.0,site,598,No notes from carrier regarding outage,2: Carrier Issues,
,,UNL,100,20:11.0,20:00.0,site,have to stop pumps at 1300 since they have been replaced - says they have been out since 4pm?,NULL,21: Extraordinary Event,
,,UNL,100,27:51.0,27:00.0,csr,"csr clld in out of reg/415 gallons, clld Eagle and talked w/Ken  tmw 977848 has been std, eta approx 2-3 hrs",NULL,21: Extraordinary Event,
,,UNL,0,30:25.0,11:00.0,csr,"csr clld in out of reg/ phy stick no inventory, clld Kenan and talked w/Trina eta approx 5-8am this is the best due to supply issues.",Supply/ allocation,21: Extraordinary Event,
,,UNL,100,37:48.0,37:00.0,csr,"csr clld in out of reg/985 gallons, clld Coraluzzo talked w/Hal, eta approx 4am if able to load product.",NULL,21: Extraordinary Event,
,,UNL,100,46:56.0,46:00.0,csr,"csr clld in out of reg 826 gallons, clld Kenan and talked w/Josh eta approx before noon Sat 9.2.2017 best Kenan can do with the supply and pipeline issues",NULL,21: Extraordinary Event,
,,UNL,100,33:56.0,33:00.0,site,419/87,NULL,21: Extraordinary Event,
,,UNL,100,35:29.0,35:00.0,csr,"csr clld in out of reg/657 gallons, clld Eagle and talked w/Gamble he verified load on the board but no eta at this time.",NULL,21: Extraordinary Event,
,,UNL,579,51:40.0,30:00.0,csr,"csr clld in out of reg/579 gallons, clld UPT and talked w/Chuck eta approx 1 hrs, unknown reason for outage at this time",delays at terninal,18: Terminal Issue,
,,UNL,503,56:53.0,13:00.0,csr,"csr clld in out of reg/503 gallons, clld Star and talked w/Jake eta approx 3 hrs, out due to   long lines at the rack.",NULL,21: Extraordinary Event,
,,UNL,100,20:44.0,20:00.0,csr,"csr clld in out of reg/820 gallons and dsl/946 gallons  clld Eagle and talked w/Dee, driver went to wrong site, eta approx 5am",NULL,21: Extraordinary Event,
,,UNL,800,49:28.0,15:00.0,csr,"csr clld in out of reg/800 gallons, clld UPT and talked w/Chuck eta approx 1.5 hrs.  unknown reason for outage at this time",there were long lines at terminal,18: Terminal Issue,
,,UNL,896,30:40.0,30:40.0,9/1/2017 2:30,346/unl..called fl rock and emailed.. rc,NULL,21: Extraordinary Event,
,,UNL,750,51:55.0,18:00.0,amoore,750/unl.. called kag eta 2.5 hours..rc,delays at terminal,18: Terminal Issue,
,,UNL,100,05:21.0,05:00.0,csr,"csr clld in out of reg/694 gallons, clld Kenan and talked w/Josh eta approx 9am",NULL,21: Extraordinary Event,
,,DSL,100,43:28.0,43:00.0,csr,"csr clld in out of reg/803 gallons clld Pacific and talked w/Brian, driver did try to load dsl there was no allocation he tried to load BP and still no allocation per Exxon help desk no product available. he w/try to do split load to site later in the morning.",NULL,21: Extraordinary Event,
,,DSL,100,44:56.0,44:00.0,csr,"csr clld in out of dsl/617 gallons, clld Pope and talked w/Shauna she is having a driver  load now eta approx 2-3 hrs.",NULL,21: Extraordinary Event,
,,UNL,294,06:45.0,06:45.0,csr,"csr clld in out of reg/294 gallons clld Florida Rock no answer, no vc mssg option, sent an email eta pending",N/A,21: Extraordinary Event,
,,UNL,100,14:47.0,14:00.0,CSR,"csr clld in out of reg/697 gallons, clld Pope and talked w/Lisa eta approx 4 hrs+",NULL,21: Extraordinary Event,
,,UNL,100,57:49.0,57:00.0,CSR,"csr clld in out of reg/766/1377 gallons, emailed carrier for eta, no dispatcher is in the office at this time.",NULL,21: Extraordinary Event,
,,UNL,690,12:43.0,21:00.0,CSR,"csr clld in out of reg 690 gallons, clld Eagle and talked w/Ernie eta approx 3hrs",supply/ allocation,21: Extraordinary Event,
,,UNL,614,57:24.0,03:00.0,email,"Site out of unl, blended site also out of ulp.  U - 614  no reply yet from Eagle on ETA.",Supply/ allocation,21: Extraordinary Event,
,,UNL,100,48:37.0,48:00.0,9/2/2017 20:48,283/unl...,NULL,21: Extraordinary Event,
,,UNL,414,02:00.0,50:00.0,site call,"out of unleaded 293 and low pnl 788 gallons, no eta due to the situation in Texas",NULL,21: Extraordinary Event,
,,UNL,100,51:55.0,51:00.0,Phone,"Unable to reach carrier dispatch by phone, sent email requesting ETA, Supply extremely tight in region",NULL,21: Extraordinary Event,
,,PNL,491,00:00.0,51:00.0,site,running behind eta 2 hours   491 premium,NULL,2: Carrier Issues,
,,UNL,100,12:27.0,12:00.0,site called in,"Site bagged off pumps, Carrier has ETA for today and has site in mind.",NULL,21: Extraordinary Event,
,,PNL,100,00:07.0,00:00.0,site called in,Carrier stated there is no bp for products.,NULL,21: Extraordinary Event,
,,UNL,32,20:01.0,21:00.0,site called in,"Site stopped pumping, emailed carrier for an ETA no answer on call.",NULL,21: Extraordinary Event,
,,UNL,100,45:00.0,45:00.0,site,7inches   veederoot isn't working   eta pending,NULL,21: Extraordinary Event,
,,UNL,500,06:51.0,00:00.0,site called in,"Site stopped pumping, Carrier stated the ETA is this afternoon just could not give me a specific time.  after HURRICANE HARVEY carriers were going to Oklahoma to take product",NULL,21: Extraordinary Event,
,,UNL,100,07:43.0,07:00.0,Phone,"No reason provided, stated working with Ellis on assistance with loads",NULL,21: Extraordinary Event,
,,UNL,100,40:09.0,40:00.0,site called in,"Site stopped their UNL tank, Carrier will be there in 2 hours with load.",NULL,21: Extraordinary Event,
,,UNL,100,15:00.0,15:00.0,site,site isn't sure of their readings and carrier isn't able to reach the site - eta early evening,NULL,21: Extraordinary Event,
,,UNL,761,21:59.0,21:59.0,Phone,No Supply,No Supply,6: Supply Disruption,
,,UNL,569,23:00.0,01:06.0,site,784/87  1 1/2 - 2 hours,No reason listed by originating  rep.,2: Carrier Issues,
,,UNL,712,22:09.0,22:00.0,Site called,Supply issues,Supply/ allocation,21: Extraordinary Event,
,,UNL,896,34:28.0,41:00.0,site called in,carrier running behind. also some supply issues,Carrier running behind.,2: Carrier Issues,
,,UNL,100,29:00.0,29:00.0,site,NULL,NULL,21: Extraordinary Event,
,,UNL,754,18:00.0,47:00.0,site,eta pending  795/87  495 pnl,NULL,21: Extraordinary Event,
,,DSL,649,00:00.0,11:47.0,site,rcvd at 10:30am,no notes from carrier,2: Carrier Issues,
,,UNL,100,19:42.0,19:00.0,Phone,Tight Supply,NULL,21: Extraordinary Event,
,,UNL,497,25:26.0,47:00.0,Phone,"Out of all commodities, no ETA, carrier not running...Hurricane Harvey",Outage volumes:  UNL - 497 gallons.    PNL - 908 gallons,21: Extraordinary Event,
